Date,Time,Content,From
06/01/20, 9:49:28 PM, but ajay sir didn’t come, $h@lin!
06/01/20, 9:49:41 PM, ohww, Mr. Buddy
06/01/20, 9:49:41 PM, may be he went to bel, $h@lin!
06/01/20, 9:49:50 PM, he came late, $h@lin!
06/01/20, 9:50:02 PM, may be in the afternoon... not sure, $h@lin!
06/01/20, 9:50:21 PM, will u come tomorrow?, $h@lin!
06/01/20, 9:51:59 PM, yes i'll, Mr. Buddy
06/01/20, 9:52:55 PM, are u in any sort of pain?😂, $h@lin!
06/01/20, 9:53:08 PM, inside, $h@lin!
06/01/20, 9:56:57 PM, no, Mr. Buddy
06/01/20, 9:57:30 PM, liar, $h@lin!
06/01/20, 9:58:24 PM, now i cnt say look at me and tell the truth but still.. dnt lie to urself 🥴, $h@lin!
06/01/20, 9:58:57 PM, take one more day leave no, $h@lin!
06/01/20, 10:02:21 PM, no today only they called and asked, Mr. Buddy
06/01/20, 10:02:27 PM, so can't take leave, Mr. Buddy
06/01/20, 10:03:14 PM, who, $h@lin!
06/01/20, 10:03:29 PM, u haven’t send mail, $h@lin!
06/01/20, 10:03:46 PM, most wanted 😂😂😂😂😂😂, $h@lin!
06/01/20, 10:03:52 PM, i said, Mr. Buddy
06/01/20, 10:03:56 PM, i sent, Mr. Buddy
06/01/20, 10:04:35 PM, mwe😂😂😂😂, $h@lin!
06/01/20, 10:04:46 PM, what's that, Mr. Buddy
06/01/20, 10:05:05 PM, guess, $h@lin!
06/01/20, 10:05:23 PM, u know it, $h@lin!
06/01/20, 10:06:31 PM, u r not that smart enough😏 u dnt even understand the jokes, $h@lin!
06/01/20, 10:06:47 PM, most wanted employee, $h@lin!
06/01/20, 10:07:01 PM, it's not a joke, Mr. Buddy
06/01/20, 10:07:04 PM, don't say it, Mr. Buddy
06/01/20, 10:07:32 PM, i mean many times i tell a joke but  u dnt understand know, $h@lin!
06/01/20, 10:07:34 PM, that one, $h@lin!
06/01/20, 10:07:45 PM, this was not a joke, $h@lin!
06/01/20, 10:08:20 PM, that’s what i said u dnt know which is the joke🤭, $h@lin!
06/01/20, 10:09:23 PM, why u taking my words so serious, $h@lin!
06/01/20, 10:09:37 PM, i'm not taking serious, Mr. Buddy
06/01/20, 10:09:41 PM, i'm just saying, Mr. Buddy
06/01/20, 10:09:59 PM, calm down.. relax, $h@lin!
06/01/20, 10:11:42 PM, why do no one likes to stay with me.. see u also started saying we are not friends.. i’m not understanding the reason, $h@lin!
06/01/20, 10:12:08 PM, it's just a dilution u have, Mr. Buddy
06/01/20, 10:12:21 PM, it’s fine i dnt want anyone though but just curious to know🤔, $h@lin!
06/01/20, 10:12:34 PM, if so then what about the reality, $h@lin!
06/01/20, 10:13:50 PM, i dnt care actually but sometimes it strikes my mind.. i know it’s the reality and i accept but just out of curiosity 🥴, $h@lin!
06/01/20, 10:21:59 PM, may be.. ok leave that topic.. it’s others wish i dnt care anyway, $h@lin!
06/01/20, 10:35:49 PM, watch chicken little 😂😂 animated movie, $h@lin!
06/01/20, 10:57:22 PM, okie, Mr. Buddy
06/01/20, 11:03:58 PM, 😏, $h@lin!
‎07/01/20, 3:17:49 PM, MediaShared, $h@lin!
07/01/20, 3:36:07 PM, jealous of me👻, $h@lin!
07/01/20, 3:36:18 PM, i know🤭, $h@lin!
07/01/20, 4:45:29 PM, coffee, $h@lin!
07/01/20, 4:52:14 PM, alrdy had man, Mr. Buddy
07/01/20, 4:52:42 PM, when???, $h@lin!
07/01/20, 4:53:16 PM, 😒, $h@lin!
07/01/20, 6:23:47 PM, u have to get me chocolate tomorrow, $h@lin!
07/01/20, 6:44:44 PM, why, Mr. Buddy
07/01/20, 6:44:56 PM, because of so many things, $h@lin!
07/01/20, 6:45:03 PM, i cnt list here, $h@lin!
07/01/20, 6:45:19 PM, it’s a penalty 🤨, $h@lin!
‎07/01/20, 6:51:37 PM, ‎MediaShared, $h@lin!
07/01/20, 7:00:07 PM, why you are sending your save, Mr. Buddy
07/01/20, 7:01:16 PM, face, Mr. Buddy
‎07/01/20, 7:28:06 PM, ‎gif omitted, $h@lin!
07/01/20, 7:28:42 PM, fyi that is exactly like ur face...., $h@lin!
07/01/20, 8:10:36 PM, dnt change the topic.. u r getting me a chocolate for me, $h@lin!
08/01/20, 8:24:07 AM, good morning, Mr. Buddy
08/01/20, 9:24:06 AM, good morning, $h@lin!
08/01/20, 9:24:49 AM, is any there any leave? buses aww running!!, $h@lin!
08/01/20, 9:27:47 AM, dunno, Mr. Buddy
08/01/20, 9:39:32 AM, check, $h@lin!
08/01/20, 9:52:13 AM, i’m still on bed.. if it’s holiday i go back to sleep 👀, $h@lin!
08/01/20, 9:52:43 AM, when u ll go ?, $h@lin!
08/01/20, 10:08:32 AM, i'm in office, Mr. Buddy
08/01/20, 10:24:12 AM, then office is there 🥺, $h@lin!
08/01/20, 10:25:55 AM, haaa, Mr. Buddy
08/01/20, 10:37:08 AM, noooo😢, $h@lin!
08/01/20, 12:12:09 PM, hey chocolate 🥺, $h@lin!
08/01/20, 12:12:25 PM, will go little early for lunch, $h@lin!
08/01/20, 12:14:07 PM, ok, Mr. Buddy
08/01/20, 12:14:38 PM, chocolate 😫, $h@lin!
08/01/20, 12:14:57 PM, choci 😤, $h@lin!
08/01/20, 12:15:10 PM, c, $h@lin!
08/01/20, 12:15:11 PM, h, $h@lin!
08/01/20, 12:15:12 PM, i, $h@lin!
08/01/20, 12:15:14 PM, c, $h@lin!
08/01/20, 12:15:18 PM, o, $h@lin!
08/01/20, 12:15:20 PM, l, $h@lin!
08/01/20, 12:15:21 PM, a, $h@lin!
08/01/20, 12:15:22 PM, t, $h@lin!
08/01/20, 12:15:23 PM, e, $h@lin!
08/01/20, 12:15:29 PM, i, $h@lin!
08/01/20, 12:15:34 PM, o, $h@lin!
08/01/20, 2:41:16 PM, do some shit, Mr. Buddy
08/01/20, 2:41:38 PM, u do it first, $h@lin!
08/01/20, 2:41:52 PM, bad smell was coming🤮🤮🤮, $h@lin!
08/01/20, 3:16:12 PM, feeling sleepy, $h@lin!
08/01/20, 3:18:04 PM, sleep, Mr. Buddy
08/01/20, 3:18:34 PM, u ll come and do my work😡, $h@lin!
08/01/20, 3:18:42 PM, it’s all because of u, $h@lin!
08/01/20, 3:19:15 PM, yesterday was watching that movie.. felt so emotional and couldn’t sleep, $h@lin!
08/01/20, 3:19:24 PM, why did u tell about the movie, $h@lin!
08/01/20, 3:25:57 PM, which movie, Mr. Buddy
08/01/20, 3:26:48 PM, enai .., $h@lin!
08/01/20, 3:27:17 PM, enai noki paayum thota, $h@lin!
08/01/20, 3:38:21 PM, man did u check the mail, $h@lin!
08/01/20, 3:38:55 PM, now they asking to wear saree🥺... i kept saree at home, $h@lin!
08/01/20, 4:18:38 PM, coffee, $h@lin!
08/01/20, 4:22:40 PM, u already left😡, $h@lin!
08/01/20, 4:42:30 PM, 🖕, $h@lin!
‎08/01/20, 4:42:54 PM, ‎gif omitted, $h@lin!
08/01/20, 4:45:52 PM, busted, Mr. Buddy
08/01/20, 4:48:15 PM, ********er🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬, $h@lin!
08/01/20, 4:53:30 PM, u ***********er, Mr. Buddy
08/01/20, 4:57:45 PM, u the ********er, $h@lin!
08/01/20, 5:00:03 PM, u *********er, Mr. Buddy
‎08/01/20, 5:02:05 PM, ‎gif omitted, $h@lin!
08/01/20, 5:02:13 PM, piece piece, $h@lin!
08/01/20, 7:35:12 PM, hey that sanju abel j is u only right, $h@lin!
08/01/20, 7:59:48 PM, which sanju abel, Mr. Buddy
08/01/20, 8:02:54 PM, gpay sanju abel😂, $h@lin!
08/01/20, 8:03:38 PM, actually a dumbest stupid fellow, $h@lin!
08/01/20, 9:30:36 PM, heyy sorry if u got angry😦, $h@lin!
09/01/20, 12:12:03 AM, ‎you deleted this message., $h@lin!
09/01/20, 12:20:56 AM, https://youtu.be/oa54cfof2iq, $h@lin!
09/01/20, 12:22:14 AM, album song?, $h@lin!
09/01/20, 12:22:34 AM, may be i guess, Mr. Buddy
09/01/20, 12:22:48 AM, but those two are celebrities, Mr. Buddy
09/01/20, 12:23:09 AM, nice song, $h@lin!
09/01/20, 12:23:45 AM, oh but they dnt like one🤭, $h@lin!
09/01/20, 12:26:05 AM, she is now acting with vijay devarakonda now, Mr. Buddy
09/01/20, 12:28:28 AM, oh that world famous lover?, $h@lin!
09/01/20, 12:30:08 AM, haaà, Mr. Buddy
09/01/20, 12:31:09 AM, she ll not suit him, $h@lin!
09/01/20, 12:31:20 AM, he is so handsome😍, $h@lin!
09/01/20, 12:31:43 AM, haaaa yes, Mr. Buddy
09/01/20, 12:32:24 AM, u like black toned girls or fair girls🧐, $h@lin!
09/01/20, 12:32:38 AM, i don't like her, Mr. Buddy
09/01/20, 12:33:00 AM, me too, $h@lin!
09/01/20, 12:33:10 AM, generally i’m asking🧐, $h@lin!
09/01/20, 12:34:36 AM, i asked about color😂, $h@lin!
09/01/20, 12:34:45 AM, u r one step ahead😂😂, $h@lin!
09/01/20, 12:35:00 AM, thin👀, $h@lin!
09/01/20, 12:35:14 AM, haa, Mr. Buddy
09/01/20, 12:35:41 AM, u shouldn’t tease me then, $h@lin!
09/01/20, 12:36:03 AM, ur so thin man skinny, Mr. Buddy
09/01/20, 12:36:13 AM, 😤😤😤😤😤😤😤, $h@lin!
09/01/20, 12:36:13 AM, u r skinny, Mr. Buddy
09/01/20, 12:36:19 AM, not thin, Mr. Buddy
‎09/01/20, 12:36:54 AM, ‎gif omitted, $h@lin!
09/01/20, 12:37:02 AM, what’s the difference, $h@lin!
09/01/20, 12:37:19 AM, skinny and thin both looks same, $h@lin!
09/01/20, 12:37:37 AM, no, Mr. Buddy
09/01/20, 12:37:59 AM, i’m fit👀, $h@lin!
09/01/20, 12:38:22 AM, i dnt have any health issues nor pain, $h@lin!
09/01/20, 12:51:30 AM, hey man did u receive any message????, $h@lin!
09/01/20, 12:51:34 AM, 😰, $h@lin!
09/01/20, 12:51:40 AM, wht msg, Mr. Buddy
09/01/20, 12:51:46 AM, normal message, $h@lin!
09/01/20, 12:51:50 AM, from lens kart, $h@lin!
‎09/01/20, 12:53:05 AM, MediaShared, $h@lin!
09/01/20, 12:53:33 AM, i thought it ll ask permission but it sent invitation to all my contacts, $h@lin!
09/01/20, 12:53:47 AM, first tell me did u receive any message???, $h@lin!
09/01/20, 12:53:57 AM, no, Mr. Buddy
09/01/20, 12:54:13 AM, then it is showing invited???, $h@lin!
09/01/20, 12:54:21 AM, check ur normal message, $h@lin!
09/01/20, 12:54:59 AM, no option to unsync, $h@lin!
09/01/20, 12:58:45 AM, sure u haven’t received any message, $h@lin!
09/01/20, 8:54:12 AM, no, Mr. Buddy
09/01/20, 9:38:39 AM, good, $h@lin!
09/01/20, 3:47:47 PM, it’s paining, $h@lin!
09/01/20, 3:47:54 PM, u hit the bone🤬, $h@lin!
09/01/20, 3:51:35 PM, u also, Mr. Buddy
09/01/20, 4:31:44 PM, what did i do, $h@lin!
‎09/01/20, 4:31:48 PM, ‎MediaShared, $h@lin!
09/01/20, 4:35:29 PM, u hit me, Mr. Buddy
09/01/20, 4:45:53 PM, u are a strong man, $h@lin!
09/01/20, 4:46:07 PM, u shouldn’t feel it🧐, $h@lin!
09/01/20, 4:56:14 PM, had coffee?, $h@lin!
09/01/20, 4:56:59 PM, going come, Mr. Buddy
09/01/20, 5:02:43 PM, ha, $h@lin!
09/01/20, 5:23:09 PM, sorry man, Mr. Buddy
09/01/20, 5:23:14 PM, i said simply, Mr. Buddy
09/01/20, 5:23:20 PM, u where correct only, Mr. Buddy
09/01/20, 5:52:49 PM, which one ?, $h@lin!
09/01/20, 5:53:30 PM, everything i say, Mr. Buddy
09/01/20, 5:53:53 PM, 🤗no need.. i forgot everything when u come sat beside😂, $h@lin!
09/01/20, 5:54:09 PM, no man i shouldn't say like that, Mr. Buddy
09/01/20, 5:54:10 PM, u say????, $h@lin!
09/01/20, 5:54:14 PM, you are senior, Mr. Buddy
09/01/20, 5:54:20 PM, 😂😂🤣🤣, $h@lin!
09/01/20, 5:54:21 PM, so it's wrong, Mr. Buddy
09/01/20, 5:54:41 PM, from when u started considering me a senior, $h@lin!
09/01/20, 5:54:58 PM, it’s not about the age.. it’s about what is right, $h@lin!
09/01/20, 5:55:11 PM, if i’m wrong i should accept it, $h@lin!
09/01/20, 6:00:10 PM, i like the ppl who scold me when i’m wrong because it may feel bad at the situation but i can correct myself.. so dnt stop scolding me if i’m wrong, $h@lin!
09/01/20, 9:13:47 PM, hey are u coming on 14th?, $h@lin!
09/01/20, 9:13:58 PM, where, Mr. Buddy
09/01/20, 9:14:05 PM, office, $h@lin!
09/01/20, 9:14:19 PM, it's leave!?, Mr. Buddy
09/01/20, 9:14:19 PM, to hell😂, $h@lin!
09/01/20, 9:14:33 PM, leave is on wednesday, $h@lin!
09/01/20, 9:14:50 PM, then i'll come, Mr. Buddy
09/01/20, 9:15:14 PM, dhothi?, $h@lin!
09/01/20, 9:15:21 PM, no, Mr. Buddy
09/01/20, 9:15:26 PM, 😂😂😂😂, $h@lin!
09/01/20, 9:15:51 PM, i’m thinking to wear dhothi😂, $h@lin!
09/01/20, 9:16:00 PM, ok, Mr. Buddy
09/01/20, 9:16:08 PM, 😱, $h@lin!
09/01/20, 9:16:12 PM, ok?, $h@lin!
09/01/20, 9:16:19 PM, i’m a girl, $h@lin!
09/01/20, 9:16:37 PM, what u doing, $h@lin!
09/01/20, 9:16:52 PM, ntg, Mr. Buddy
09/01/20, 9:17:03 PM, then i can distrub 🤔, $h@lin!
09/01/20, 9:17:23 PM, still i didn’t receive the refund from lenskart, $h@lin!
09/01/20, 9:17:45 PM, can we trust lenskart?, $h@lin!
09/01/20, 9:18:32 PM, did u get from kotak?, $h@lin!
09/01/20, 9:18:47 PM, no that said it will take there days, Mr. Buddy
09/01/20, 9:19:12 PM, 😪 they didn’t even say that for me, $h@lin!
09/01/20, 9:19:50 PM, u know lenskart has sent message in whatsapp, $h@lin!
09/01/20, 9:20:07 PM, seems like they integrated a bot🤔, $h@lin!
‎09/01/20, 9:33:14 PM, MediaShared, $h@lin!
09/01/20, 9:33:47 PM, 27 mins, Mr. Buddy
09/01/20, 9:34:38 PM, ha but swiggy has very less delivery guys, $h@lin!
09/01/20, 9:35:07 PM, ordered at 8 50 something, $h@lin!
09/01/20, 9:43:35 PM, ohwww, Mr. Buddy
09/01/20, 9:46:58 PM, i’m not a liar😤, $h@lin!
09/01/20, 9:47:35 PM, if i lie i cnt keep it inside.. i have to tell to someone else😐, $h@lin!
09/01/20, 9:48:07 PM, may be i ll not tell that person 😂😂😂, $h@lin!
09/01/20, 9:52:58 PM, still i haven’t received food.., $h@lin!
09/01/20, 9:53:02 PM, i’m not a liar, $h@lin!
09/01/20, 9:54:50 PM, i may be a bad person but not that much as u think, $h@lin!
09/01/20, 10:33:31 PM, hey did u receive a mail from meghana, $h@lin!
09/01/20, 11:18:54 PM, ha yes, Mr. Buddy
09/01/20, 11:24:52 PM, what it means?, $h@lin!
09/01/20, 11:25:09 PM, some movie they are showing, Mr. Buddy
09/01/20, 11:25:18 PM, horror 😂, $h@lin!
09/01/20, 11:25:26 PM, there is no place right, $h@lin!
09/01/20, 11:25:34 PM, ur movie, $h@lin!
09/01/20, 11:26:06 PM, i have already seen, Mr. Buddy
09/01/20, 11:26:47 PM, but not with me know👻, $h@lin!
09/01/20, 11:29:20 PM, i'm going home tmrw, Mr. Buddy
09/01/20, 11:30:05 PM, go saturday, $h@lin!
09/01/20, 11:30:46 PM, who knows will watch or not😂.. may be it’s a prank, $h@lin!
09/01/20, 11:49:32 PM, if there a movie in real.. then i ll go only if u come👀.. we have to watch a horror movie with horror creature👻, $h@lin!
10/01/20, 12:10:41 AM, movie is there, Mr. Buddy
10/01/20, 12:10:43 AM, that's why, Mr. Buddy
10/01/20, 12:10:46 AM, that have sent mail, Mr. Buddy
10/01/20, 12:11:38 AM, then go on saturday, $h@lin!
10/01/20, 12:11:52 AM, first time they are doing something in office 😂, $h@lin!
10/01/20, 12:14:20 AM, no man not coming, Mr. Buddy
10/01/20, 12:14:30 AM, it's sabbath for us tomorrow, Mr. Buddy
10/01/20, 12:14:37 AM, so can't, Mr. Buddy
10/01/20, 12:15:16 AM, oh yeah, $h@lin!
10/01/20, 12:15:30 AM, but it’s in the evening, $h@lin!
10/01/20, 12:15:40 AM, it's evening only, Mr. Buddy
10/01/20, 12:15:48 AM, go on saturday know 🙄, $h@lin!
10/01/20, 12:17:15 AM, no, Mr. Buddy
10/01/20, 12:17:21 AM, hey liar.. have seen u going movie on friday, $h@lin!
10/01/20, 12:18:31 AM, then i ll also go home😒, $h@lin!
10/01/20, 12:19:36 AM, from this year i'll not do..., Mr. Buddy
10/01/20, 12:20:09 AM, ohh new year resolution, $h@lin!
10/01/20, 12:21:26 AM, even if it’s office movie u ll not come, $h@lin!
10/01/20, 12:23:37 AM, hate you, $h@lin!
10/01/20, 12:43:51 AM, good.. do! what u believe.. dnt forget follow it properly.., $h@lin!
Wish u get a beautiful wife with peace and happiness u deserve 😇,,,
10/01/20, 12:45:57 AM, good night hattest creature ever.. so much hattness🤬 hate me back if u can😈 (there is no word: hattest hattness ignore!), $h@lin!
10/01/20, 11:07:15 AM, hey i got up now, $h@lin!
10/01/20, 11:08:57 AM, ajay sir is there?, $h@lin!
10/01/20, 11:13:22 AM, ha he is there from 10, Mr. Buddy
10/01/20, 11:13:30 AM, sorry 9.30, Mr. Buddy
10/01/20, 11:27:42 AM, 😪😪😪😪😪, $h@lin!
10/01/20, 11:27:57 AM, i cnt take leave, $h@lin!
10/01/20, 11:28:22 AM, yesterday only ajay sir was asking why there is delay 😰, $h@lin!
10/01/20, 11:28:55 AM, and have to get api still from backend, $h@lin!
10/01/20, 11:29:19 AM, he supposed to bel right, $h@lin!
10/01/20, 11:29:37 AM, ohwww, Mr. Buddy
10/01/20, 11:29:46 AM, i dunno, Mr. Buddy
10/01/20, 11:29:52 AM, he is here but, Mr. Buddy
10/01/20, 11:32:39 AM, now came from bath, $h@lin!
10/01/20, 11:32:48 AM, i’m hungry too, $h@lin!
10/01/20, 11:39:05 AM, but what, $h@lin!
10/01/20, 11:48:13 AM, he is here, Mr. Buddy
10/01/20, 12:02:52 PM, 😖 i only opened the door for him now, $h@lin!
10/01/20, 3:34:25 PM, why did u tell about him, $h@lin!
10/01/20, 3:38:29 PM, he is your boy friend, Mr. Buddy
10/01/20, 3:42:31 PM, what u know about it, $h@lin!
10/01/20, 3:43:04 PM, i know what, Mr. Buddy
10/01/20, 3:46:00 PM, how would it feels when i say she is ur friend, $h@lin!
10/01/20, 3:46:35 PM, girl friend *, $h@lin!
10/01/20, 3:46:36 PM, i will not feel anything, Mr. Buddy
10/01/20, 3:46:42 PM, coz she is my gf, Mr. Buddy
10/01/20, 3:46:56 PM, this is not a joke, $h@lin!
10/01/20, 3:47:07 PM, i'm sorry if you got hurt, Mr. Buddy
10/01/20, 3:47:12 PM, no not joke, Mr. Buddy
10/01/20, 3:47:19 PM, i will not feel anything, Mr. Buddy
10/01/20, 4:07:05 PM, i dnt know man.. everything fucking me, $h@lin!
10/01/20, 4:07:36 PM, i just want to go away from everything, $h@lin!
10/01/20, 4:08:55 PM, see.. suddenly she came and started saying something coming blank because of the things i worked infront of ajay... she never said to me, $h@lin!
10/01/20, 4:09:23 PM, i went to her and asked about it now she is saying may be it’s not because of that!, $h@lin!
10/01/20, 4:10:10 PM, it was happening before i implemented and the things i have done is in background, $h@lin!
10/01/20, 4:10:25 PM, without knowing anything why the fuck they complain infront of ajay, $h@lin!
10/01/20, 4:11:04 PM, and i dnt know whom to believe, $h@lin!
10/01/20, 4:11:44 PM, that day for gaurav for changing place i said we mutually wanted a change so we swapped, $h@lin!
10/01/20, 4:12:13 PM, but she said to him that i wanted to sit here that’s why she sacrificed the place.., $h@lin!
10/01/20, 4:12:34 PM, the true fact is she only came to that place and said she wants sit here so i came here, $h@lin!
10/01/20, 4:12:51 PM, i’m really not understanding, $h@lin!
10/01/20, 4:13:08 PM, there*, $h@lin!
10/01/20, 4:35:32 PM, anyway u dnt believe nor understand... yes i’m wrong and bad girl. i dnt care.. i know how i’m, $h@lin!
10/01/20, 8:14:54 PM, what u deleted, Mr. Buddy
10/01/20, 8:19:39 PM, u were forcing him to drop u know... i had send a text that i ll drop u, $h@lin!
10/01/20, 8:21:10 PM, if he had some work.. u could have ask me know, $h@lin!
10/01/20, 8:24:29 PM, obviously u say.. “where! no i was not forcing him”, $h@lin!
10/01/20, 8:25:19 PM, so deleted.. where are you? reached!!?, $h@lin!
10/01/20, 8:35:23 PM, forcing no man, Mr. Buddy
10/01/20, 8:35:28 PM, that's how boys talk, Mr. Buddy
10/01/20, 8:38:54 PM, that’s how friends talk, $h@lin!
10/01/20, 8:53:59 PM, reached home), $h@lin!
10/01/20, 8:56:06 PM, no man, Mr. Buddy
10/01/20, 8:56:09 PM, in but, Mr. Buddy
10/01/20, 8:56:11 PM, bus, Mr. Buddy
10/01/20, 8:56:13 PM, you??, Mr. Buddy
10/01/20, 8:56:39 PM, ha, $h@lin!
10/01/20, 8:57:36 PM, particularly for one client they are developing one feature???, Mr. Buddy
10/01/20, 8:57:52 PM, yes, $h@lin!
10/01/20, 8:58:00 PM, bad, Mr. Buddy
10/01/20, 8:58:16 PM, it has come from one client but they have plan to approach others, $h@lin!
10/01/20, 8:58:34 PM, finally it's going to be only features, Mr. Buddy
10/01/20, 8:58:37 PM, by saying one platform for all business activities, $h@lin!
10/01/20, 8:59:28 PM, tuning this server is going to be a big headache for me, Mr. Buddy
10/01/20, 8:59:45 PM, what happened, $h@lin!
10/01/20, 8:59:59 PM, for load testing, Mr. Buddy
10/01/20, 9:00:06 PM, ha, $h@lin!
10/01/20, 9:00:19 PM, they ll extend the server right, $h@lin!
10/01/20, 9:00:50 PM, ha but without optimization extending will not help much, Mr. Buddy
10/01/20, 9:00:51 PM, how it ll be🤔, $h@lin!
10/01/20, 9:01:13 PM, u mean payload is heavy?, $h@lin!
10/01/20, 9:01:31 PM, it's not only about payload man, Mr. Buddy
10/01/20, 9:01:34 PM, api level optimization, $h@lin!
10/01/20, 9:02:09 PM, 😱, $h@lin!
10/01/20, 9:02:25 PM, u need someone for the help?, $h@lin!
10/01/20, 9:02:44 PM, that to they have planned it like security and the. performance, Mr. Buddy
10/01/20, 9:02:45 PM, or u need proper set up to start its, $h@lin!
10/01/20, 9:02:49 PM, urs*, $h@lin!
10/01/20, 9:02:58 PM, i think this year performance will not happen, Mr. Buddy
10/01/20, 9:03:18 PM, definitely, $h@lin!
10/01/20, 9:03:39 PM, automation also there know🤭, $h@lin!
10/01/20, 9:04:29 PM, then for new requirements?, $h@lin!
10/01/20, 9:04:34 PM, ios it will not happen i guess, Mr. Buddy
10/01/20, 9:04:41 PM, 👀, $h@lin!
10/01/20, 9:04:54 PM, teach me i ll do for ios, $h@lin!
10/01/20, 9:05:29 PM, i only don't know, Mr. Buddy
10/01/20, 9:05:29 PM, we have different approach of writing ui automation, $h@lin!
10/01/20, 9:05:38 PM, go for some course, Mr. Buddy
10/01/20, 9:05:40 PM, i’m not sure the same u r saying, $h@lin!
10/01/20, 9:05:48 PM, i hate udemy, $h@lin!
10/01/20, 9:05:59 PM, they dnt teach anything beyond, $h@lin!
10/01/20, 9:06:09 PM, they say what i already know, $h@lin!
10/01/20, 9:06:10 PM, it will take atleast 1-2 year for odigo to bcm stable, Mr. Buddy
10/01/20, 9:06:26 PM, so long???, $h@lin!
10/01/20, 9:06:38 PM, haaa, Mr. Buddy
10/01/20, 9:06:39 PM, now we have done with refactoring and everything, $h@lin!
10/01/20, 9:06:54 PM, but still it’s not stable, $h@lin!
10/01/20, 9:06:56 PM, coz they are introducing new new featiyret, Mr. Buddy
10/01/20, 9:06:56 PM, i know, $h@lin!
10/01/20, 9:07:07 PM, not connecting on basic, Mr. Buddy
10/01/20, 9:07:27 PM, ha and can they able to service more than 1k ppl, $h@lin!
10/01/20, 9:07:36 PM, currently how many users are using?, $h@lin!
10/01/20, 9:07:59 PM, more than that are using, Mr. Buddy
10/01/20, 9:08:15 PM, if you get time look at firebase stats, Mr. Buddy
10/01/20, 9:08:18 PM, you will know, Mr. Buddy
10/01/20, 9:08:20 PM, this assessment is no one using i guess, $h@lin!
